ActivityIdentifier,CollectionDate,Latitude_dd,Longitude_dd,SiteNumber,chem_Azinphos-methyl,chem_Carbaryl,chem_Chlorpyrifos,chem_Diazinon,chem_Dieldrin,chem_Malathion,chem_Methyl parathion,chem_Thiobencarb,chem_Trifluralin,chem_gamma-HCH (Lindane)
nwistx.01.99302690,1993-06-10,33.24400417,-96.6088797,USGS-08058900,5e-04,0.004,0.002,0.007,5e-04,0.0025,0.003,0.001,0.001,0.002
nwistx.01.99302691,1993-06-11,33.24400417,-96.6088797,USGS-08058900,5e-04,0.004,0.002,0.039,5e-04,0.0025,0.003,0.001,0.001,0.002
nwistx.01.99302881,1993-06-28,33.55455428,-96.9472267,USGS-08050800,5e-04,0.004,0.007,0.69,5e-04,0.0025,0.003,0.001,0.001,0.002
nwistx.01.99302912,1993-07-08,32.1984823,-96.5202639,USGS-08064100,5e-04,0.004,0.002,0.011,5e-04,0.0025,0.003,0.001,0.001,0.002
nwistx.01.99302913,1993-06-30,33.24400417,-96.6088797,USGS-08058900,5e-04,0.004,0.002,0.005,5e-04,0.0025,0.003,0.001,0.001,0.002
nwistx.01.99303108,1993-07-20,33.23178218,-97.6947538,USGS-08044000,5e-04,0.0015,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwistx.01.99303208,1993-07-29,32.7517972,-97.2894598,USGS-08048543,5e-04,0.004,0.002,0.01,5e-04,0.0025,0.003,0.001,0.001,0.002
nwistx.01.99303209,1993-07-22,33.24400417,-96.6088797,USGS-08058900,5e-04,0.004,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwistx.01.99303210,1993-07-23,32.1984823,-96.5202639,USGS-08064100,5e-04,0.004,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwistx.01.99303291,1993-08-10,32.7517972,-97.2894598,USGS-08048543,5e-04,0.004,0.002,0.044,5e-04,0.0025,0.003,0.001,0.001,0.002
nwistx.01.99303292,1993-08-10,33.23178218,-97.6947538,USGS-08044000,5e-04,0.004,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwistx.01.99303475,1993-08-18,32.1984823,-96.5202639,USGS-08064100,5e-04,0.004,0.002,0.16,5e-04,0.0025,0.003,0.68,0.001,0.002
nwistx.01.99303498,1993-08-20,30.8847222,-95.7777778,USGS-08065800,5e-04,0.004,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwistx.01.99304075,1993-09-15,33.23178218,-97.6947538,USGS-08044000,5e-04,0.0015,0.002,0.005,5e-04,0.0025,0.003,0.001,0.001,0.002
nwistx.01.99400069,1993-10-25,32.1984823,-96.5202639,USGS-08064100,5e-04,0.0015,0.002,0.006,5e-04,0.0025,0.003,0.001,0.001,0.002
nwistx.01.99400161,1993-11-23,32.1984823,-96.5202639,USGS-08064100,5e-04,0.0015,0.002,0.011,5e-04,0.0025,0.003,0.001,0.001,0.002
nwistx.01.99400244,1993-12-16,32.1984823,-96.5202639,USGS-08064100,5e-04,0.0015,0.002,0.01,5e-04,0.0025,0.003,0.001,0.001,0.002
nwistx.01.99400442,1994-01-19,32.1984823,-96.5202639,USGS-08064100,5e-04,0.004,0.002,0.007,5e-04,0.0025,0.003,0.001,0.001,0.002
nwistx.01.99400785,1994-02-01,33.3362269,-97.1794587,USGS-08051500,5e-04,0.0015,0.014,0.008,5e-04,0.0025,0.003,0.001,0.001,0.002
nwistx.01.99400787,1994-01-31,33.23178218,-97.6947538,USGS-08044000,5e-04,0.0015,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwistx.01.99400792,1994-02-02,32.7517972,-97.2894598,USGS-08048543,5e-04,0.0015,0.002,0.011,5e-04,0.0025,0.003,0.001,0.001,0.002
nwistx.01.99400800,1994-02-07,32.1984823,-96.5202639,USGS-08064100,5e-04,0.0015,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwistx.01.99400978,1994-02-24,32.1984823,-96.5202639,USGS-08064100,5e-04,0.0015,0.002,0.001,5e-04,0.0025,0.003,0.001,0.021,0.002
nwistx.01.99400980,1994-02-09,30.8847222,-95.7777778,USGS-08065800,5e-04,0.004,0.004,0.007,5e-04,0.0025,0.003,0.001,0.001,0.002
nwistx.01.99401176,1994-03-15,32.1984823,-96.5202639,USGS-08064100,5e-04,0.0015,0.002,0.009,5e-04,0.0025,0.003,0.001,0.001,0.002
nwistx.01.99401454,1994-04-12,32.1984823,-96.5202639,USGS-08064100,5e-04,0.004,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwistx.01.99401821,1994-05-03,32.1984823,-96.5202639,USGS-08064100,5e-04,0.004,0.002,0.014,5e-04,0.0025,0.003,0.001,0.004,0.002
nwistx.01.99401936,1994-05-10,32.1984823,-96.5202639,USGS-08064100,5e-04,0.004,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwistx.01.99401937,1994-05-11,32.1984823,-96.5202639,USGS-08064100,5e-04,0.004,0.002,0.008,5e-04,0.0025,0.003,0.001,0.001,0.002
nwistx.01.99401964,1994-05-12,33.23178218,-97.6947538,USGS-08044000,5e-04,0.004,0.002,0.01,5e-04,0.0025,0.003,0.001,0.001,0.002
nwistx.01.99402215,1994-05-17,32.7517972,-97.2894598,USGS-08048543,5e-04,0.004,0.002,0.025,5e-04,0.0025,0.003,0.001,0.001,0.002
nwistx.01.99402266,1994-05-19,33.24400417,-96.6088797,USGS-08058900,5e-04,0.004,0.01,0.02,5e-04,0.0025,0.003,0.001,0.001,0.002
nwistx.01.99402355,1994-05-24,32.1984823,-96.5202639,USGS-08064100,5e-04,0.004,0.002,0.011,5e-04,0.0025,0.003,0.001,0.001,0.002
nwistx.01.99402585,1994-05-22,30.8847222,-95.7777778,USGS-08065800,5e-04,0.0015,0.002,0.011,5e-04,0.0025,0.003,0.001,0.001,0.002
nwistx.01.99402634,1994-06-25,32.1984823,-96.5202639,USGS-08064100,5e-04,0.004,0.002,0.017,5e-04,0.0025,0.003,0.001,0.005,0.002
nwistx.01.99402780,1994-07-13,32.1984823,-96.5202639,USGS-08064100,5e-04,0.004,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwistx.01.99403199,1994-08-17,32.1984823,-96.5202639,USGS-08064100,5e-04,0.004,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwistx.01.99403630,1994-09-06,32.1984823,-96.5202639,USGS-08064100,5e-04,0.004,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwistx.01.99500128,1994-10-27,32.1984823,-96.5202639,USGS-08064100,5e-04,0.004,0.002,0.006,5e-04,0.0025,0.003,0.001,0.001,0.002
nwistx.01.99500239,1994-11-29,32.1984823,-96.5202639,USGS-08064100,5e-04,0.004,0.002,0.008,5e-04,0.0025,0.003,0.001,0.001,0.002
nwistx.01.99500336,1994-12-15,32.1984823,-96.5202639,USGS-08064100,5e-04,0.004,0.002,0.006,5e-04,0.0025,0.003,0.001,0.001,0.002
nwistx.01.99500446,1995-01-19,32.1984823,-96.5202639,USGS-08064100,5e-04,0.004,0.002,0.007,5e-04,0.0025,0.003,0.001,0.001,0.002
nwistx.01.99501146,1995-02-23,32.1984823,-96.5202639,USGS-08064100,5e-04,0.004,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwistx.01.99501335,1995-03-16,32.1984823,-96.5202639,USGS-08064100,5e-04,0.004,0.002,0.008,5e-04,0.0025,0.003,0.001,0.009,0.002
nwistx.01.99502098,1995-04-10,32.1984823,-96.5202639,USGS-08064100,5e-04,0.004,0.002,0.007,5e-04,0.0025,0.003,0.001,0.001,0.002
nwistx.01.99502292,1995-05-02,32.88929207,-96.7566664,USGS-08057200,5e-04,0.008,0.01,0.083,5e-04,0.0025,0.003,0.001,0.001,0.002
nwistx.01.99502646,1995-05-11,32.1984823,-96.5202639,USGS-08064100,5e-04,0.004,0.008,0.011,5e-04,0.0025,0.003,0.006,0.005,0.002
nwistx.01.99502746,1995-06-06,32.1984823,-96.5202639,USGS-08064100,5e-04,0.004,0.002,0.011,5e-04,0.0025,0.003,0.001,0.001,0.002
nwistx.01.99502874,1995-06-21,32.88929207,-96.7566664,USGS-08057200,5e-04,0.008,0.011,0.086,5e-04,0.0025,0.003,0.001,0.001,0.002
nwistx.01.99502947,1995-06-22,32.1984823,-96.5202639,USGS-08064100,5e-04,0.004,0.002,0.013,5e-04,0.0025,0.003,0.001,0.001,0.002
nwistx.01.99503109,1995-07-05,32.88929207,-96.7566664,USGS-08057200,5e-04,0.1,0.024,0.39,5e-04,0.031,0.003,0.001,0.001,0.002
nwistx.01.99503112,1995-07-06,32.88929207,-96.7566664,USGS-08057200,5e-04,0.008,0.018,0.26,5e-04,0.029,0.003,0.001,0.001,0.002
nwistx.01.99503118,1995-07-08,32.88929207,-96.7566664,USGS-08057200,5e-04,0.004,0.009,0.15,5e-04,0.006,0.003,0.001,0.001,0.002
nwistx.01.99503245,1995-07-25,32.88929207,-96.7566664,USGS-08057200,5e-04,0.004,0.006,0.15,5e-04,0.0025,0.003,0.001,0.001,0.002
nwistx.01.99503502,1995-08-17,32.1984823,-96.5202639,USGS-08064100,5e-04,0.004,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwistx.01.99700619,1997-01-23,29.35718017,-98.4127925,USGS-08178800,5e-04,0.004,0.002,0.0119,5e-04,0.0025,0.003,0.001,0.001,0.002
nwistx.01.99701129,1997-02-20,29.35718017,-98.4127925,USGS-08178800,5e-04,0.004,0.0103,0.0382,5e-04,0.012,0.003,0.001,0.001,0.002
nwistx.01.99701266,1997-03-20,29.35718017,-98.4127925,USGS-08178800,5e-04,0.15,0.0085,0.0683,5e-04,0.107,0.003,0.001,0.001,0.002
nwistx.01.99701779,1997-04-09,29.35718017,-98.4127925,USGS-08178800,5e-04,0.004,0.004,0.17,5e-04,0.0025,0.003,0.001,0.001,0.002
nwistx.01.99701782,1997-04-23,29.35718017,-98.4127925,USGS-08178800,5e-04,0.004,0.002,0.0397,5e-04,0.0025,0.003,0.001,0.001,0.002
nwistx.01.99701787,1997-04-26,29.35718017,-98.4127925,USGS-08178800,5e-04,0.2,0.006,0.16,5e-04,0.078,0.003,0.001,0.001,0.002
nwistx.01.99701911,1997-04-16,29.35718017,-98.4127925,USGS-08178800,5e-04,0.004,0.002,0.091,5e-04,0.0025,0.003,0.001,0.001,0.002
nwistx.01.99701915,1997-05-02,29.35718017,-98.4127925,USGS-08178800,5e-04,0.004,0.0057,0.181,5e-04,0.0025,0.003,0.001,0.001,0.002
nwistx.01.99701971,1997-05-15,33.3362269,-97.1794587,USGS-08051500,5e-04,0.0015,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwistx.01.99701972,1997-05-14,29.35718017,-98.4127925,USGS-08178800,5e-04,0.11,0.002,0.0959,5e-04,0.011,0.003,0.001,0.001,0.002
nwistx.01.99702048,1997-05-22,29.35718017,-98.4127925,USGS-08178800,5e-04,0.1,0.0086,0.0884,5e-04,0.03,0.003,0.001,0.001,0.002
nwistx.01.99702099,1997-05-27,29.35718017,-98.4127925,USGS-08178800,5e-04,0.06,0.002,0.138,5e-04,0.008,0.003,0.001,0.001,0.002
nwistx.01.99702201,1997-06-02,29.35718017,-98.4127925,USGS-08178800,5e-04,0.004,0.002,0.332,5e-04,0.006,0.003,0.001,0.001,0.002
nwistx.01.99702209,1997-06-10,33.3362269,-97.1794587,USGS-08051500,5e-04,0.0015,0.002,0.0023,5e-04,0.0025,0.003,0.001,0.001,0.002
nwistx.01.99702262,1997-06-17,29.35718017,-98.4127925,USGS-08178800,5e-04,0.004,0.0082,0.0952,5e-04,0.005,0.003,0.001,0.001,0.002
nwistx.01.99702455,1997-07-08,33.3362269,-97.1794587,USGS-08051500,5e-04,0.0015,0.0032,0.0066,5e-04,0.0025,0.003,0.001,0.001,0.002
nwistx.01.99702526,1997-07-10,32.88929207,-96.7566664,USGS-08057200,5e-04,0.423,0.0204,0.256,0.004,0.076,0.003,0.001,0.001,0.002
nwistx.01.99702627,1997-07-14,29.35718017,-98.4127925,USGS-08178800,5e-04,0.004,0.0041,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwistx.01.99702649,1997-07-22,29.35718017,-98.4127925,USGS-08178800,5e-04,0.06,0.002,0.0209,5e-04,0.024,0.003,0.001,0.001,0.002
nwistx.01.99702858,1997-07-29,29.35718017,-98.4127925,USGS-08178800,5e-04,0.004,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwistx.01.99703010,1997-08-06,29.35718017,-98.4127925,USGS-08178800,5e-04,0.0015,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwistx.01.99703061,1997-08-12,29.35718017,-98.4127925,USGS-08178800,5e-04,0.004,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwistx.01.99703093,1997-08-21,29.35718017,-98.4127925,USGS-08178800,5e-04,0.004,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwistx.01.99703295,1997-08-27,29.35718017,-98.4127925,USGS-08178800,5e-04,0.004,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwistx.01.99703446,1997-09-03,29.35718017,-98.4127925,USGS-08178800,5e-04,0.004,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwistx.01.99703932,1997-09-17,29.35718017,-98.4127925,USGS-08178800,5e-04,0.004,0.002,0.0055,5e-04,0.0025,0.003,0.001,0.001,0.002
nwistx.01.99703992,1997-09-25,29.35718017,-98.4127925,USGS-08178800,5e-04,0.004,0.002,0.0658,5e-04,0.0025,0.003,0.001,0.001,0.002
nwistx.01.99800028,1997-10-09,32.88929207,-96.7566664,USGS-08057200,5e-04,0.09,0.017,0.232,5e-04,0.02,0.003,0.001,0.005,0.002
nwistx.01.99800064,1997-10-22,29.35718017,-98.4127925,USGS-08178800,5e-04,0.004,0.002,0.0038,5e-04,0.0025,0.003,0.001,0.001,0.002
nwistx.01.99800136,1997-11-19,29.35718017,-98.4127925,USGS-08178800,5e-04,0.004,0.0056,0.0203,5e-04,0.0025,0.003,0.001,0.001,0.002
nwistx.01.99800215,1997-12-10,32.88929207,-96.7566664,USGS-08057200,5e-04,0.014,0.0093,0.105,0.004,0.0025,0.003,0.001,0.001,0.002
nwistx.01.99800245,1997-12-17,29.35718017,-98.4127925,USGS-08178800,5e-04,0.004,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwistx.01.99800338,1998-01-14,32.88929207,-96.7566664,USGS-08057200,5e-04,0.02,0.0068,0.0173,5e-04,0.0025,0.003,0.001,0.001,0.002
nwistx.01.99800593,1998-02-11,32.88929207,-96.7566664,USGS-08057200,5e-04,0.052,0.0278,0.0754,5e-04,0.159,0.003,0.001,0.001,0.002
nwistx.01.99801219,1998-03-11,32.88929207,-96.7566664,USGS-08057200,5e-04,0.03,0.006,0.0723,5e-04,0.007,0.003,0.001,0.001,0.002
nwistx.01.99801220,1998-03-10,33.3362269,-97.1794587,USGS-08051500,5e-04,0.0015,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwistx.01.99801346,1998-03-23,29.35718017,-98.4127925,USGS-08178800,5e-04,0.004,0.0027,0.0628,5e-04,0.02,0.003,0.001,0.001,0.002
nwistx.01.99801445,1998-04-15,32.88929207,-96.7566664,USGS-08057200,5e-04,0.023,0.0049,0.149,5e-04,0.0025,0.003,0.001,0.001,0.002
nwistx.01.99801446,1998-04-14,33.3362269,-97.1794587,USGS-08051500,5e-04,0.0015,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwistx.01.99801508,1998-04-27,29.35718017,-98.4127925,USGS-08178800,5e-04,0.004,0.0042,0.0127,5e-04,0.0025,0.003,0.001,0.001,0.002
nwistx.01.99801871,1998-05-12,33.3362269,-97.1794587,USGS-08051500,5e-04,0.0015,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwistx.01.99801872,1998-05-13,32.88929207,-96.7566664,USGS-08057200,5e-04,0.024,0.0077,0.0935,5e-04,0.005,0.003,0.001,0.001,0.002
nwistx.01.99801890,1998-04-29,32.88929207,-96.7566664,USGS-08057200,5e-04,0.069,0.0108,0.21,5e-04,0.016,0.003,0.004,0.006,0.0052
nwistx.01.99802046,1998-06-09,33.3362269,-97.1794587,USGS-08051500,5e-04,0.0015,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwistx.01.99802051,1998-06-10,32.88929207,-96.7566664,USGS-08057200,5e-04,0.0015,0.002,0.123,5e-04,0.0025,0.003,0.001,0.001,0.002
nwistx.01.99802265,1998-06-26,29.35718017,-98.4127925,USGS-08178800,5e-04,0.0015,0.002,0.0045,5e-04,0.0025,0.003,0.001,0.001,0.002
nwistx.01.99802277,1998-05-28,32.88929207,-96.7566664,USGS-08057200,5e-04,0.107,0.0154,0.203,5e-04,0.015,0.003,0.001,0.001,0.002
nwistx.01.99802292,1998-07-15,32.88929207,-96.7566664,USGS-08057200,5e-04,0.0015,0.002,0.0411,5e-04,0.0025,0.003,0.001,0.001,0.002
nwistx.01.99802361,1998-07-14,33.3362269,-97.1794587,USGS-08051500,5e-04,0.0015,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwistx.01.99802434,1998-06-25,32.88929207,-96.7566664,USGS-08057200,5e-04,0.0015,0.0038,0.0267,5e-04,0.0025,0.003,0.001,0.001,0.002
nwistx.01.99802464,1998-07-30,29.35718017,-98.4127925,USGS-08178800,5e-04,0.0015,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwistx.01.99802588,1998-08-13,32.88929207,-96.7566664,USGS-08057200,5e-04,0.215,0.002,0.0506,5e-04,0.0025,0.003,0.001,0.001,0.002
nwistx.01.99802750,1998-07-29,32.88929207,-96.7566664,USGS-08057200,5e-04,0.0015,0.0055,0.0133,5e-04,0.0025,0.003,0.001,0.001,0.002
nwistx.01.99803004,1998-09-09,32.88929207,-96.7566664,USGS-08057200,5e-04,0.0015,0.002,0.0115,5e-04,0.0025,0.003,0.001,0.001,0.002
nwistx.01.99803035,1998-08-26,32.88929207,-96.7566664,USGS-08057200,5e-04,0.0015,0.002,0.0399,5e-04,0.0025,0.003,0.001,0.001,0.002
nwistx.01.99900091,1998-10-15,32.88929207,-96.7566664,USGS-08057200,5e-04,0.042,0.0095,0.0832,5e-04,0.0025,0.003,0.001,0.001,0.002
nwistx.01.99900167,1998-11-18,32.88929207,-96.7566664,USGS-08057200,5e-04,0.041,0.0055,0.0752,5e-04,0.0025,0.003,0.001,0.001,0.002
nwistx.01.99900237,1998-12-16,32.88929207,-96.7566664,USGS-08057200,5e-04,0.012,0.0036,0.0373,5e-04,0.0025,0.003,0.001,0.001,0.002
nwistx.01.99900327,1999-01-20,32.88929207,-96.7566664,USGS-08057200,5e-04,0.0015,0.002,0.0251,5e-04,0.0025,0.003,0.001,0.001,0.002
nwistx.01.99900411,1999-02-10,32.88929207,-96.7566664,USGS-08057200,5e-04,0.006,0.002,0.0543,5e-04,0.0025,0.003,0.001,0.001,0.002
nwistx.01.99900899,1999-03-09,33.3362269,-97.1794587,USGS-08051500,5e-04,0.0015,0.002,0.013,5e-04,0.0025,0.003,0.001,0.001,0.002
nwistx.01.99900949,1999-03-17,32.88929207,-96.7566664,USGS-08057200,5e-04,0.012,0.0054,0.149,5e-04,0.005,0.003,0.001,0.004,0.002
nwistx.01.99901033,1999-04-15,32.88929207,-96.7566664,USGS-08057200,5e-04,0.09,0.0171,0.473,5e-04,0.033,0.003,0.0075,0.003,0.002
nwistx.01.99901098,1999-03-31,32.88929207,-96.7566664,USGS-08057200,5e-04,0.013,0.005,0.116,5e-04,0.0025,0.003,0.001,0.001,0.002
nwistx.01.99901107,1999-04-13,33.3362269,-97.1794587,USGS-08051500,5e-04,0.0015,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwistx.01.99901511,1999-05-18,33.3362269,-97.1794587,USGS-08051500,5e-04,0.0015,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwistx.01.99901585,1999-05-19,32.88929207,-96.7566664,USGS-08057200,5e-04,0.082,0.0097,0.324,5e-04,0.027,0.003,0.001,0.002,0.002
nwistx.01.99901611,1999-06-09,32.88929207,-96.7566664,USGS-08057200,5e-04,0.0015,0.0043,0.0819,5e-04,0.0025,0.003,0.001,0.001,0.002
nwistx.01.99901612,1999-06-08,33.3362269,-97.1794587,USGS-08051500,5e-04,0.0015,0.002,0.007,5e-04,0.0025,0.003,0.001,0.001,0.002
nwistx.01.99902064,1999-07-15,32.88929207,-96.7566664,USGS-08057200,5e-04,0.0015,0.002,0.321,5e-04,0.0025,0.003,0.001,0.001,0.002
nwistx.01.99902083,1999-07-13,33.3362269,-97.1794587,USGS-08051500,5e-04,5.18,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwistx.01.99902408,1999-08-12,32.88929207,-96.7566664,USGS-08057200,5e-04,0.0015,0.002,0.119,5e-04,0.0025,0.003,0.001,0.001,0.002
nwistx.01.99902584,1999-09-09,32.88929207,-96.7566664,USGS-08057200,5e-04,0.016,0.0032,0.0798,5e-04,0.0025,0.003,0.001,0.001,0.002
nwistx.01.99902649,1999-06-30,32.88929207,-96.7566664,USGS-08057200,5e-04,0.0015,0.0025,0.119,5e-04,0.0025,0.003,0.001,0.001,0.002
nwistx.01.99902889,1999-07-29,32.88929207,-96.7566664,USGS-08057200,5e-04,0.0015,0.002,0.0351,5e-04,0.0025,0.003,0.001,0.001,0.002
nwistx.01.99902930,1999-08-26,32.88929207,-96.7566664,USGS-08057200,5e-04,0.014,0.002,0.047,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisut.01.00000058,1999-10-19,41.92631619,-111.8535584,USGS-10102200,5e-04,0.0015,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisut.01.00000076,1999-11-01,40.66430556,-111.898861,USGS-10168000,5e-04,0.133,0.002,0.0308,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisut.01.00000092,1999-11-22,40.66430556,-111.898861,USGS-10168000,5e-04,0.07,0.002,0.0904,5e-04,0.0025,0.003,0.001,0.0015,0.002
nwisut.01.00000094,1999-11-23,41.92631619,-111.8535584,USGS-10102200,5e-04,0.1,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisut.01.00000132,1999-12-20,41.92631619,-111.8535584,USGS-10102200,5e-04,0.008,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisut.01.00000146,2000-01-18,40.66430556,-111.898861,USGS-10168000,5e-04,0.042,0.002,0.01,5e-04,0.02,0.003,0.001,0.001,0.002
nwisut.01.00000160,2000-01-26,41.92631619,-111.8535584,USGS-10102200,5e-04,0.015,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisut.01.00000238,2000-02-18,40.66430556,-111.898861,USGS-10168000,5e-04,0.013,0.002,0.0221,5e-04,0.025,0.003,0.001,0.001,0.002
nwisut.01.00000258,2000-02-28,41.92631619,-111.8535584,USGS-10102200,0.005,0.007,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisut.01.00000276,2000-03-03,40.72138889,-111.8433333,USGS-404317111503601,5e-04,0.0015,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisut.01.00000277,2000-03-06,40.74166667,-111.8313889,USGS-404430111495301,5e-04,0.0015,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisut.01.00000278,2000-03-06,40.6625,-111.836111,USGS-403945111501001,5e-04,0.0015,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisut.01.00000279,2000-03-07,40.69527778,-111.833611,USGS-404143111500101,5e-04,0.0015,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisut.01.00000280,2000-03-07,40.73027778,-111.856111,USGS-404349111512201,5e-04,0.0015,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisut.01.00000281,2000-03-07,40.69444444,-111.8044444,USGS-404140111481601,5e-04,0.0015,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisut.01.00000284,2000-03-08,40.31388889,-111.656111,USGS-401850111392201,5e-04,0.0015,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisut.01.00000288,2000-03-09,40.16638889,-111.6088889,USGS-400959111363201,5e-04,0.0015,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisut.01.00000289,2000-03-09,40.1575,-111.5958333,USGS-400927111354501,5e-04,0.0015,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisut.01.00000291,2000-03-09,40.6575,-111.8766667,USGS-403927111523601,5e-04,0.105,0.002,0.0549,5e-04,0.059,0.003,0.001,0.001,0.002
nwisut.01.00000309,2000-03-10,40.245,-111.6727778,USGS-401442111402201,5e-04,0.0015,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisut.01.00000314,2000-03-11,41.01155556,-111.9355278,USGS-410041111581101,5e-04,0.0015,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisut.01.00000318,2000-03-12,41.0472222,-111.9541667,USGS-410250111571501,5e-04,0.0015,0.002,0.004,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisut.01.00000319,2000-03-12,41.04194444,-111.9472222,USGS-410231111565001,5e-04,0.0015,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisut.01.00000329,2000-03-13,41.0836111,-111.931111,USGS-410501111555201,5e-04,0.005,0.002,0.0087,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisut.01.00000330,2000-03-13,41.06166667,-111.9616667,USGS-410342111574201,5e-04,0.005,0.0156,0.0069,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisut.01.00000336,2000-03-15,41.7161111,-111.8388889,USGS-414258111502001,5e-04,0.0015,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisut.01.00000337,2000-03-15,40.98166667,-111.8966667,USGS-405854111534801,5e-04,0.0015,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisut.01.00000338,2000-03-15,40.63194444,-111.8616667,USGS-403755111514201,5e-04,0.08,0.002,0.147,5e-04,0.075,0.003,0.001,0.001,0.002
nwisut.01.00000345,2000-03-16,40.61439238,-111.8429892,USGS-10167800,5e-04,0.004,0.002,0.002,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisut.01.00000364,2000-03-16,41.23694444,-111.9447222,USGS-411413111564101,5e-04,0.0015,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisut.01.00000365,2000-03-16,41.23694444,-111.9294444,USGS-411413111554601,5e-04,0.0015,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisut.01.00000366,2000-03-17,41.23527778,-111.9680556,USGS-411407111580501,5e-04,0.0015,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisut.01.00000380,2000-03-23,41.92631619,-111.8535584,USGS-10102200,5e-04,0.0314,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisut.01.00000382,2000-03-24,41.08138889,-111.95,USGS-410453111570001,5e-04,0.0015,0.002,0.0016,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisut.01.00000383,2000-03-23,40.66430556,-111.898861,USGS-10168000,5e-04,0.03,0.002,0.0459,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisut.01.00000430,2000-04-14,40.66430556,-111.898861,USGS-10168000,5e-04,0.095,0.002,0.0293,5e-04,0.0025,0.003,0.001,0.001,0.002
